"day","exp","Site","Group","Treatment","Mouse","Statistic","Cell_pop"
24,16,"Salivary Gland","3D","infected","3D-2",26.2,"CD8"
24,16,"Salivary Gland","3D","infected","3D-3",29.3,"CD8"
24,16,"Salivary Gland","3D","infected","3D-4",31.3,"CD8"
24,16,"Salivary Gland","3D","infected","3D-5",28.2,"CD8"
24,16,"Spleen","3C","control","3C-1",33.9,"CD8"
24,16,"Spleen","3C","control","3C-2",32.6,"CD8"
24,16,"Spleen","3C","control","3C-3",31.8,"CD8"
24,16,"Spleen","3C","control","3C-4",32.1,"CD8"
24,16,"Spleen","3C","control","3C-5",34.1,"CD8"
24,16,"Spleen","3D","infected","3D-1",34.1,"CD8"
24,16,"Spleen","3D","infected","3D-2",32.7,"CD8"
24,16,"Spleen","3D","infected","3D-3",33,"CD8"
24,16,"Spleen","3D","infected","3D-4",33,"CD8"
24,16,"Spleen","3D","infected","3D-5",34.6,"CD8"
24,16,"Blood","3C","control","3C-1",24.1,"CD8"
24,16,"Blood","3C","control","3C-2",25.4,"CD8"
24,16,"Blood","3C","control","3C-3",26.3,"CD8"
24,16,"Blood","3C","control","3C-4",26.8,"CD8"
24,16,"Blood","3C","control","3C-5",24.4,"CD8"
24,16,"Blood","3D","infected","3D-1",29.7,"CD8"
24,16,"Blood","3D","infected","3D-2",29,"CD8"
24,16,"Blood","3D","infected","3D-3",27.6,"CD8"
24,16,"Blood","3D","infected","3D-4",28.6,"CD8"
24,16,"Blood","3D","infected","3D-5",26.2,"CD8"
28,16,"Blood","4C","control","4C-1",16.2,"CD8"
28,16,"Blood","4C","control","4C-2",23.2,"CD8"
28,16,"Blood","4C","control","4C-3",27.7,"CD8"
28,16,"Blood","4C","control","4C-4",20.9,"CD8"
28,16,"Blood","4C","control","4C-5",24.1,"CD8"
28,16,"Blood","4D","infected","4D-1",26.4,"CD8"
28,16,"Blood","4D","infected","4D-2",24.4,"CD8"
28,16,"Blood","4D","infected","4D-3",19.7,"CD8"
28,16,"Blood","4D","infected","4D-4",25.8,"CD8"
28,16,"Blood","4D","infected","4D-5",27.7,"CD8"
32,16,"Salivary Gland","4C","control","4C-1",22.7,"CD8"
32,16,"Salivary Gland","4C","control","4C-2",25.5,"CD8"
32,16,"Salivary Gland","4C","control","4C-3",26.8,"CD8"
32,16,"Salivary Gland","4C","control","4C-4",25.9,"CD8"
32,16,"Salivary Gland","4C","control","4C-5",26.9,"CD8"
32,16,"Salivary Gland","4D","infected","4D-1",26.9,"CD8"
32,16,"Salivary Gland","4D","infected","4D-2",28.9,"CD8"
32,16,"Salivary Gland","4D","infected","4D-3",31.9,"CD8"
32,16,"Salivary Gland","4D","infected","4D-4",27.1,"CD8"
32,16,"Salivary Gland","4D","infected","4D-5",27.1,"CD8"
32,16,"Spleen","4C","control","4C-1",27.4,"CD8"
32,16,"Spleen","4C","control","4C-2",25.9,"CD8"
32,16,"Spleen","4C","control","4C-3",28.5,"CD8"
32,16,"Spleen","4C","control","4C-4",25.8,"CD8"
32,16,"Spleen","4C","control","4C-5",28,"CD8"
32,16,"Spleen","4D","infected","4D-1",32.5,"CD8"
32,16,"Spleen","4D","infected","4D-2",28.6,"CD8"
32,16,"Spleen","4D","infected","4D-3",26.9,"CD8"
32,16,"Spleen","4D","infected","4D-4",28.6,"CD8"
32,16,"Spleen","4D","infected","4D-5",30.4,"CD8"
32,16,"Blood","4C","control","4C-1",21.9,"CD8"
32,16,"Blood","4C","control","4C-2",26.7,"CD8"
32,16,"Blood","4C","control","4C-3",27.2,"CD8"
32,16,"Blood","4C","control","4C-4",26.1,"CD8"
32,16,"Blood","4C","control","4C-5",28.6,"CD8"
32,16,"Blood","4D","infected","4D-1",31.1,"CD8"
32,16,"Blood","4D","infected","4D-2",30.3,"CD8"
32,16,"Blood","4D","infected","4D-3",26,"CD8"
32,16,"Blood","4D","infected","4D-4",29.9,"CD8"
32,16,"Blood","4D","infected","4D-5",27.4,"CD8"
0,19,"Blood","1C","control","1C-1",0.11,"IE1"
0,19,"Blood","1C","control","1C-2",0.082,"IE1"
0,19,"Blood","1C","control","1C-3",0.057,"IE1"
0,19,"Blood","1C","control","1C-4",0.051,"IE1"
0,19,"Blood","1C","control","1C-5",0.07,"IE1"
0,19,"Blood","1D","infected","1D-1",0.028,"IE1"
0,19,"Blood","1D","infected","1D-2",0.026,"IE1"
0,19,"Blood","1D","infected","1D-3",0.031,"IE1"
0,19,"Blood","1D","infected","1D-4",0.042,"IE1"
0,19,"Blood","1D","infected","1D-5",0.043,"IE1"
0,19,"Blood","2C","control","2C-1",0.039,"IE1"
0,19,"Blood","2C","control","2C-2",0.033,"IE1"
0,19,"Blood","2C","control","2C-3",0.06,"IE1"
0,19,"Blood","2C","control","2C-4",0.06,"IE1"
0,19,"Blood","2C","control","2C-5",0.021,"IE1"
0,19,"Blood","2D","infected","2D-1",0.061,"IE1"
0,19,"Blood","2D","infected","2D-2",0.039,"IE1"
0,19,"Blood","2D","infected","2D-3",0.013,"IE1"
0,19,"Blood","2D","infected","2D-4",0.06,"IE1"
0,19,"Blood","2D","infected","2D-5",0.078,"IE1"
4,19,"Blood","1C","control","1C-1",0.06,"IE1"
4,19,"Blood","1C","control","1C-2",0.00841,"IE1"
4,19,"Blood","1C","control","1C-3",0.06,"IE1"
4,19,"Blood","1C","control","1C-4",0.043,"IE1"
4,19,"Blood","1C","control","1C-5",0.13,"IE1"
4,19,"Blood","1D","infected","1D-1",0.037,"IE1"
4,19,"Blood","1D","infected","1D-2",0.066,"IE1"
4,19,"Blood","1D","infected","1D-3",0.037,"IE1"
4,19,"Blood","1D","infected","1D-4",0.072,"IE1"
4,19,"Blood","1D","infected","1D-5",0.071,"IE1"
4,19,"Blood","2C","control","2C-1",0.15,"IE1"
4,19,"Blood","2C","control","2C-2",0.036,"IE1"
4,19,"Blood","2C","control","2C-3",0.043,"IE1"
4,19,"Blood","2C","control","2C-4",0.07,"IE1"
4,19,"Blood","2C","control","2C-5",0.032,"IE1"
4,19,"Blood","2D","infected","2D-1",0.045,"IE1"
4,19,"Blood","2D","infected","2D-2",0.039,"IE1"
4,19,"Blood","2D","infected","2D-3",0,"IE1"
4,19,"Blood","2D","infected","2D-4",0.026,"IE1"
4,19,"Blood","2D","infected","2D-5",0.075,"IE1"
8,19,"Salivary Gland","1C","control","1C-1",0.43,"IE1"
8,19,"Salivary Gland","1C","control","1C-2",0.41,"IE1"
8,19,"Salivary Gland","1C","control","1C-3",0.59,"IE1"
8,19,"Salivary Gland","1C","control","1C-4",0.35,"IE1"
8,19,"Salivary Gland","1C","control","1C-5",0.52,"IE1"
8,19,"Salivary Gland","1D","infected","1D-1",0.74,"IE1"
8,19,"Salivary Gland","1D","infected","1D-2",1.33,"IE1"
8,19,"Salivary Gland","1D","infected","1D-3",0.45,"IE1"
8,19,"Salivary Gland","1D","infected","1D-4",0.7,"IE1"
8,19,"Salivary Gland","1D","infected","1D-5",1.4,"IE1"
8,19,"Spleen","1C","control","1C-1",0.52,"IE1"
8,19,"Spleen","1C","control","1C-2",0.51,"IE1"
8,19,"Spleen","1C","control","1C-3",0.38,"IE1"
8,19,"Spleen","1C","control","1C-4",0.46,"IE1"
8,19,"Spleen","1C","control","1C-5",0.52,"IE1"
8,19,"Spleen","1D","infected","1D-1",1.12,"IE1"
8,19,"Spleen","1D","infected","1D-2",1.02,"IE1"
8,19,"Spleen","1D","infected","1D-3",1.02,"IE1"
8,19,"Spleen","1D","infected","1D-4",1.72,"IE1"
8,19,"Spleen","1D","infected","1D-5",1.02,"IE1"
8,19,"Blood","1C","control","1C-1",0.058,"IE1"
8,19,"Blood","1C","control","1C-2",0.098,"IE1"
8,19,"Blood","1C","control","1C-3",0.1,"IE1"
8,19,"Blood","1C","control","1C-4",0.038,"IE1"
8,19,"Blood","1C","control","1C-5",0.053,"IE1"
8,19,"Blood","1D","infected","1D-1",0.51,"IE1"
8,19,"Blood","1D","infected","1D-2",1.46,"IE1"
8,19,"Blood","1D","infected","1D-3",0.25,"IE1"
8,19,"Blood","1D","infected","1D-4",1.03,"IE1"
8,19,"Blood","1D","infected","1D-5",0.4,"IE1"
8,19,"Blood","2C","control","2C-1",0.024,"IE1"
8,19,"Blood","2C","control","2C-2",0.043,"IE1"
8,19,"Blood","2C","control","2C-3",0.064,"IE1"
8,19,"Blood","2C","control","2C-4",0.047,"IE1"
8,19,"Blood","2C","control","2C-5",0.039,"IE1"
8,19,"Blood","2D","infected","2D-1",0.16,"IE1"
8,19,"Blood","2D","infected","2D-2",0.23,"IE1"
8,19,"Blood","2D","infected","2D-3",0.34,"IE1"
8,19,"Blood","2D","infected","2D-4",0.17,"IE1"
8,19,"Blood","2D","infected","2D-5",0.69,"IE1"
12,19,"Blood","2C","control","2C-1",0.4,"IE1"
12,19,"Blood","2C","control","2C-2",0.39,"IE1"
12,19,"Blood","2C","control","2C-3",0.32,"IE1"
12,19,"Blood","2C","control","2C-4",0.31,"IE1"
12,19,"Blood","2C","control","2C-5",0.61,"IE1"
12,19,"Blood","2D","infected","2D-1",4.37,"IE1"
12,19,"Blood","2D","infected","2D-2",3.32,"IE1"
12,19,"Blood","2D","infected","2D-3",4.28,"IE1"
12,19,"Blood","2D","infected","2D-4",5.43,"IE1"
12,19,"Blood","2D","infected","2D-5",6.53,"IE1"
16,19,"Salivary Gland","2C","control","2C-1",0.096,"IE1"
16,19,"Salivary Gland","2C","control","2C-2",0.17,"IE1"
16,19,"Salivary Gland","2C","control","2C-3",0.083,"IE1"
16,19,"Salivary Gland","2C","control","2C-4",0.16,"IE1"
16,19,"Salivary Gland","2C","control","2C-5",0.16,"IE1"
16,19,"Salivary Gland","2D","infected","2D-1",4.15,"IE1"
16,19,"Salivary Gland","2D","infected","2D-2",3.88,"IE1"
16,19,"Salivary Gland","2D","infected","2D-3",0.62,"IE1"
16,19,"Salivary Gland","2D","infected","2D-4",3.45,"IE1"
16,19,"Salivary Gland","2D","infected","2D-5",1.93,"IE1"
16,19,"Spleen","2C","control","2C-1",0.24,"IE1"
16,19,"Spleen","2C","control","2C-2",0.22,"IE1"
16,19,"Spleen","2C","control","2C-3",0.25,"IE1"
16,19,"Spleen","2C","control","2C-4",0.25,"IE1"
16,19,"Spleen","2C","control","2C-5",0.33,"IE1"
16,19,"Spleen","2D","infected","2D-1",2.13,"IE1"
16,19,"Spleen","2D","infected","2D-2",2.13,"IE1"
16,19,"Spleen","2D","infected","2D-3",1.37,"IE1"
16,19,"Spleen","2D","infected","2D-4",2.16,"IE1"
16,19,"Spleen","2D","infected","2D-5",1.46,"IE1"
16,19,"Blood","2C","control","2C-1",0.12,"IE1"
16,19,"Blood","2C","control","2C-2",0.051,"IE1"
16,19,"Blood","2C","control","2C-3",0.072,"IE1"
16,19,"Blood","2C","control","2C-4",0.088,"IE1"
16,19,"Blood","2C","control","2C-5",0.066,"IE1"
16,19,"Blood","2D","infected","2D-1",3.41,"IE1"
16,19,"Blood","2D","infected","2D-2",3.59,"IE1"
16,19,"Blood","2D","infected","2D-3",4.02,"IE1"
16,19,"Blood","2D","infected","2D-4",9.02,"IE1"
16,19,"Blood","2D","infected","2D-5",3.21,"IE1"
0,19,"Blood","1C","control","1C-1",2.63,"KLRG1"
0,19,"Blood","1C","control","1C-2",1.43,"KLRG1"
0,19,"Blood","1C","control","1C-3",1.7,"KLRG1"
0,19,"Blood","1C","control","1C-4",2.59,"KLRG1"
0,19,"Blood","1C","control","1C-5",2.23,"KLRG1"
0,19,"Blood","1D","infected","1D-1",1.72,"KLRG1"
0,19,"Blood","1D","infected","1D-2",1.84,"KLRG1"
0,19,"Blood","1D","infected","1D-3",1.57,"KLRG1"
0,19,"Blood","1D","infected","1D-4",1.51,"KLRG1"
0,19,"Blood","1D","infected","1D-5",1.9,"KLRG1"
0,19,"Blood","2C","control","2C-1",1.96,"KLRG1"
0,19,"Blood","2C","control","2C-2",1.78,"KLRG1"
0,19,"Blood","2C","control","2C-3",1.52,"KLRG1"
0,19,"Blood","2C","control","2C-4",1.58,"KLRG1"
0,19,"Blood","2C","control","2C-5",1.13,"KLRG1"
0,19,"Blood","2D","infected","2D-1",1.62,"KLRG1"
0,19,"Blood","2D","infected","2D-2",1.26,"KLRG1"
0,19,"Blood","2D","infected","2D-3",0.94,"KLRG1"
0,19,"Blood","2D","infected","2D-4",3.97,"KLRG1"
0,19,"Blood","2D","infected","2D-5",1.7,"KLRG1"
4,19,"Blood","1C","control","1C-1",1.9,"KLRG1"
4,19,"Blood","1C","control","1C-2",0.81,"KLRG1"
4,19,"Blood","1C","control","1C-3",3.48,"KLRG1"
4,19,"Blood","1C","control","1C-4",2.56,"KLRG1"
4,19,"Blood","1C","control","1C-5",1.96,"KLRG1"
4,19,"Blood","1D","infected","1D-1",1.36,"KLRG1"
4,19,"Blood","1D","infected","1D-2",2.56,"KLRG1"
4,19,"Blood","1D","infected","1D-3",1.61,"KLRG1"
4,19,"Blood","1D","infected","1D-4",1.26,"KLRG1"
4,19,"Blood","1D","infected","1D-5",1.15,"KLRG1"
4,19,"Blood","2C","control","2C-1",2.51,"KLRG1"
4,19,"Blood","2C","control","2C-2",1.63,"KLRG1"
4,19,"Blood","2C","control","2C-3",1.37,"KLRG1"
4,19,"Blood","2C","control","2C-4",2.36,"KLRG1"
4,19,"Blood","2C","control","2C-5",1.16,"KLRG1"
4,19,"Blood","2D","infected","2D-1",1.65,"KLRG1"
4,19,"Blood","2D","infected","2D-2",1.63,"KLRG1"
4,19,"Blood","2D","infected","2D-3",1.26,"KLRG1"
4,19,"Blood","2D","infected","2D-4",2.73,"KLRG1"
4,19,"Blood","2D","infected","2D-5",1.64,"KLRG1"
8,19,"Salivary Gland","1C","control","1C-1",0.41,"KLRG1"
8,19,"Salivary Gland","1C","control","1C-2",0.43,"KLRG1"
8,19,"Salivary Gland","1C","control","1C-3",0.49,"KLRG1"
8,19,"Salivary Gland","1C","control","1C-4",0.31,"KLRG1"
8,19,"Salivary Gland","1C","control","1C-5",0.45,"KLRG1"
8,19,"Salivary Gland","1D","infected","1D-1",3.55,"KLRG1"
8,19,"Salivary Gland","1D","infected","1D-2",5.29,"KLRG1"
8,19,"Salivary Gland","1D","infected","1D-3",0.95,"KLRG1"
8,19,"Salivary Gland","1D","infected","1D-4",3.1,"KLRG1"
8,19,"Salivary Gland","1D","infected","1D-5",10.7,"KLRG1"
8,19,"Spleen","1C","control","1C-1",1.33,"KLRG1"
8,19,"Spleen","1C","control","1C-2",1.16,"KLRG1"
8,19,"Spleen","1C","control","1C-3",1.17,"KLRG1"
8,19,"Spleen","1C","control","1C-4",1.38,"KLRG1"
8,19,"Spleen","1C","control","1C-5",1.79,"KLRG1"
8,19,"Spleen","1D","infected","1D-1",4.36,"KLRG1"
8,19,"Spleen","1D","infected","1D-2",5.15,"KLRG1"
8,19,"Spleen","1D","infected","1D-3",2.58,"KLRG1"
8,19,"Spleen","1D","infected","1D-4",4.74,"KLRG1"
8,19,"Spleen","1D","infected","1D-5",3.14,"KLRG1"
8,19,"Blood","1C","control","1C-1",4.99,"KLRG1"
8,19,"Blood","1C","control","1C-2",3.59,"KLRG1"
8,19,"Blood","1C","control","1C-3",4.61,"KLRG1"
8,19,"Blood","1C","control","1C-4",3.44,"KLRG1"
8,19,"Blood","1C","control","1C-5",4.57,"KLRG1"
8,19,"Blood","1D","infected","1D-1",10.3,"KLRG1"
8,19,"Blood","1D","infected","1D-2",15.1,"KLRG1"
8,19,"Blood","1D","infected","1D-3",6,"KLRG1"
8,19,"Blood","1D","infected","1D-4",8.94,"KLRG1"
8,19,"Blood","1D","infected","1D-5",8.83,"KLRG1"
8,19,"Blood","2C","control","2C-1",4.47,"KLRG1"
8,19,"Blood","2C","control","2C-2",2.89,"KLRG1"
8,19,"Blood","2C","control","2C-3",2.89,"KLRG1"
8,19,"Blood","2C","control","2C-4",3.1,"KLRG1"
8,19,"Blood","2C","control","2C-5",2.46,"KLRG1"
8,19,"Blood","2D","infected","2D-1",8.35,"KLRG1"
8,19,"Blood","2D","infected","2D-2",4.51,"KLRG1"
8,19,"Blood","2D","infected","2D-3",13.4,"KLRG1"
8,19,"Blood","2D","infected","2D-4",11.1,"KLRG1"
8,19,"Blood","2D","infected","2D-5",11,"KLRG1"
12,19,"Blood","2C","control","2C-1",3.92,"KLRG1"
12,19,"Blood","2C","control","2C-2",3.6,"KLRG1"
12,19,"Blood","2C","control","2C-3",3.23,"KLRG1"
12,19,"Blood","2C","control","2C-4",3.27,"KLRG1"
12,19,"Blood","2C","control","2C-5",3.07,"KLRG1"
12,19,"Blood","2D","infected","2D-1",33.1,"KLRG1"
12,19,"Blood","2D","infected","2D-2",21.4,"KLRG1"
12,19,"Blood","2D","infected","2D-3",21.5,"KLRG1"
12,19,"Blood","2D","infected","2D-4",18.5,"KLRG1"
12,19,"Blood","2D","infected","2D-5",20.1,"KLRG1"
16,19,"Salivary Gland","2C","control","2C-1",0.4,"KLRG1"
16,19,"Salivary Gland","2C","control","2C-2",0.21,"KLRG1"
16,19,"Salivary Gland","2C","control","2C-3",0.091,"KLRG1"
16,19,"Salivary Gland","2C","control","2C-4",0.59,"KLRG1"
16,19,"Salivary Gland","2C","control","2C-5",0.33,"KLRG1"
16,19,"Salivary Gland","2D","infected","2D-1",10.8,"KLRG1"
16,19,"Salivary Gland","2D","infected","2D-2",14.5,"KLRG1"
16,19,"Salivary Gland","2D","infected","2D-3",1.89,"KLRG1"
16,19,"Salivary Gland","2D","infected","2D-4",8.58,"KLRG1"
16,19,"Salivary Gland","2D","infected","2D-5",4.34,"KLRG1"
16,19,"Spleen","2C","control","2C-1",0.88,"KLRG1"
16,19,"Spleen","2C","control","2C-2",0.76,"KLRG1"
16,19,"Spleen","2C","control","2C-3",0.7,"KLRG1"
16,19,"Spleen","2C","control","2C-4",0.65,"KLRG1"
16,19,"Spleen","2C","control","2C-5",1.12,"KLRG1"
16,19,"Spleen","2D","infected","2D-1",5.85,"KLRG1"
16,19,"Spleen","2D","infected","2D-2",9.91,"KLRG1"
16,19,"Spleen","2D","infected","2D-3",8.82,"KLRG1"
16,19,"Spleen","2D","infected","2D-4",8.11,"KLRG1"
16,19,"Spleen","2D","infected","2D-5",4.32,"KLRG1"
16,19,"Blood","2C","control","2C-1",2.78,"KLRG1"
16,19,"Blood","2C","control","2C-2",1.83,"KLRG1"
16,19,"Blood","2C","control","2C-3",2.78,"KLRG1"
16,19,"Blood","2C","control","2C-4",1.86,"KLRG1"
16,19,"Blood","2C","control","2C-5",2.5,"KLRG1"
16,19,"Blood","2D","infected","2D-1",18.3,"KLRG1"
16,19,"Blood","2D","infected","2D-2",23.8,"KLRG1"
16,19,"Blood","2D","infected","2D-3",25.8,"KLRG1"
16,19,"Blood","2D","infected","2D-4",35.3,"KLRG1"
16,19,"Blood","2D","infected","2D-5",13.1,"KLRG1"
0,19,"Blood","1C","control","1C-1",20.1,"NK"
0,19,"Blood","1C","control","1C-2",18.1,"NK"
0,19,"Blood","1C","control","1C-3",10.3,"NK"
0,19,"Blood","1C","control","1C-4",21.5,"NK"
0,19,"Blood","1C","control","1C-5",24.8,"NK"
0,19,"Blood","1D","infected","1D-1",23.8,"NK"
0,19,"Blood","1D","infected","1D-2",16.5,"NK"
0,19,"Blood","1D","infected","1D-3",19,"NK"
0,19,"Blood","1D","infected","1D-4",17.6,"NK"
0,19,"Blood","1D","infected","1D-5",15.7,"NK"
0,19,"Blood","2C","control","2C-1",17.4,"NK"
0,19,"Blood","2C","control","2C-2",17.9,"NK"
0,19,"Blood","2C","control","2C-3",16.9,"NK"
0,19,"Blood","2C","control","2C-4",27.9,"NK"
0,19,"Blood","2C","control","2C-5",16.4,"NK"
0,19,"Blood","2D","infected","2D-1",23.4,"NK"
0,19,"Blood","2D","infected","2D-2",18.2,"NK"
0,19,"Blood","2D","infected","2D-3",25.5,"NK"
0,19,"Blood","2D","infected","2D-4",39.9,"NK"
0,19,"Blood","2D","infected","2D-5",20.4,"NK"
4,19,"Blood","1C","control","1C-1",28.7,"NK"
4,19,"Blood","1C","control","1C-2",22.7,"NK"
4,19,"Blood","1C","control","1C-3",23.4,"NK"
4,19,"Blood","1C","control","1C-4",24.4,"NK"
4,19,"Blood","1C","control","1C-5",23.3,"NK"
4,19,"Blood","1D","infected","1D-1",16.3,"NK"
4,19,"Blood","1D","infected","1D-2",19.2,"NK"
4,19,"Blood","1D","infected","1D-3",18.4,"NK"
4,19,"Blood","1D","infected","1D-4",23.9,"NK"
4,19,"Blood","1D","infected","1D-5",22.5,"NK"
4,19,"Blood","2C","control","2C-1",24.4,"NK"
4,19,"Blood","2C","control","2C-2",21.3,"NK"
4,19,"Blood","2C","control","2C-3",19.3,"NK"
4,19,"Blood","2C","control","2C-4",25.8,"NK"
4,19,"Blood","2C","control","2C-5",5.35,"NK"
4,19,"Blood","2D","infected","2D-1",28.9,"NK"
4,19,"Blood","2D","infected","2D-2",5.91,"NK"
4,19,"Blood","2D","infected","2D-3",21.2,"NK"
4,19,"Blood","2D","infected","2D-4",6.95,"NK"
4,19,"Blood","2D","infected","2D-5",25.6,"NK"
8,19,"Salivary Gland","1C","control","1C-1",1.64,"NK"
8,19,"Salivary Gland","1C","control","1C-2",2.67,"NK"
8,19,"Salivary Gland","1C","control","1C-3",1.19,"NK"
8,19,"Salivary Gland","1C","control","1C-4",1.91,"NK"
8,19,"Salivary Gland","1C","control","1C-5",2.37,"NK"
8,19,"Salivary Gland","1D","infected","1D-1",16.6,"NK"
8,19,"Salivary Gland","1D","infected","1D-2",13.3,"NK"
8,19,"Salivary Gland","1D","infected","1D-3",2.17,"NK"
8,19,"Salivary Gland","1D","infected","1D-4",3.59,"NK"
8,19,"Salivary Gland","1D","infected","1D-5",13.1,"NK"
8,19,"Spleen","1C","control","1C-1",29.8,"NK"
8,19,"Spleen","1C","control","1C-2",30,"NK"
8,19,"Spleen","1C","control","1C-3",22.9,"NK"
8,19,"Spleen","1C","control","1C-4",35.4,"NK"
8,19,"Spleen","1C","control","1C-5",32.5,"NK"
8,19,"Spleen","1D","infected","1D-1",26,"NK"
8,19,"Spleen","1D","infected","1D-2",28.2,"NK"
8,19,"Spleen","1D","infected","1D-3",33.7,"NK"
8,19,"Spleen","1D","infected","1D-4",36.8,"NK"
8,19,"Spleen","1D","infected","1D-5",34.3,"NK"
8,19,"Blood","1C","control","1C-1",26.6,"NK"
8,19,"Blood","1C","control","1C-2",23.6,"NK"
8,19,"Blood","1C","control","1C-3",16.5,"NK"
8,19,"Blood","1C","control","1C-4",20.4,"NK"
8,19,"Blood","1C","control","1C-5",16.8,"NK"
8,19,"Blood","1D","infected","1D-1",14.5,"NK"
8,19,"Blood","1D","infected","1D-2",8.19,"NK"
8,19,"Blood","1D","infected","1D-3",20.6,"NK"
8,19,"Blood","1D","infected","1D-4",23.5,"NK"
8,19,"Blood","1D","infected","1D-5",20.1,"NK"
8,19,"Blood","2C","control","2C-1",26.2,"NK"
8,19,"Blood","2C","control","2C-2",25.8,"NK"
8,19,"Blood","2C","control","2C-3",25.5,"NK"
8,19,"Blood","2C","control","2C-4",30,"NK"
8,19,"Blood","2C","control","2C-5",20.6,"NK"
8,19,"Blood","2D","infected","2D-1",30.2,"NK"
8,19,"Blood","2D","infected","2D-2",22.2,"NK"
8,19,"Blood","2D","infected","2D-3",26.2,"NK"
8,19,"Blood","2D","infected","2D-4",24.4,"NK"
8,19,"Blood","2D","infected","2D-5",21.6,"NK"
12,19,"Blood","2C","control","2C-1",39,"NK"
12,19,"Blood","2C","control","2C-2",31.3,"NK"
12,19,"Blood","2C","control","2C-3",30.4,"NK"
12,19,"Blood","2C","control","2C-4",32.6,"NK"
12,19,"Blood","2C","control","2C-5",26.2,"NK"
12,19,"Blood","2D","infected","2D-1",50.2,"NK"
12,19,"Blood","2D","infected","2D-2",48.6,"NK"
12,19,"Blood","2D","infected","2D-3",42.6,"NK"
12,19,"Blood","2D","infected","2D-4",48.4,"NK"
12,19,"Blood","2D","infected","2D-5",44.6,"NK"
16,19,"Salivary Gland","2C","control","2C-1",1.36,"NK"
16,19,"Salivary Gland","2C","control","2C-2",2.06,"NK"
16,19,"Salivary Gland","2C","control","2C-3",2.07,"NK"
16,19,"Salivary Gland","2C","control","2C-4",0.79,"NK"
16,19,"Salivary Gland","2C","control","2C-5",1.22,"NK"
16,19,"Salivary Gland","2D","infected","2D-1",3.08,"NK"
16,19,"Salivary Gland","2D","infected","2D-2",4.1,"NK"
16,19,"Salivary Gland","2D","infected","2D-3",3.29,"NK"
16,19,"Salivary Gland","2D","infected","2D-4",7.99,"NK"
16,19,"Salivary Gland","2D","infected","2D-5",2.73,"NK"
16,19,"Spleen","2C","control","2C-1",26.9,"NK"
16,19,"Spleen","2C","control","2C-2",21.1,"NK"
16,19,"Spleen","2C","control","2C-3",21.9,"NK"
16,19,"Spleen","2C","control","2C-4",27,"NK"
16,19,"Spleen","2C","control","2C-5",24.5,"NK"
16,19,"Spleen","2D","infected","2D-1",28,"NK"
16,19,"Spleen","2D","infected","2D-2",22.3,"NK"
16,19,"Spleen","2D","infected","2D-3",31.6,"NK"
16,19,"Spleen","2D","infected","2D-4",36,"NK"
16,19,"Spleen","2D","infected","2D-5",29.9,"NK"
16,19,"Blood","2C","control","2C-1",20.9,"NK"
16,19,"Blood","2C","control","2C-2",22.4,"NK"
16,19,"Blood","2C","control","2C-3",22.8,"NK"
16,19,"Blood","2C","control","2C-4",20.4,"NK"
16,19,"Blood","2C","control","2C-5",30.3,"NK"
16,19,"Blood","2D","infected","2D-1",26.1,"NK"
16,19,"Blood","2D","infected","2D-2",17.9,"NK"
16,19,"Blood","2D","infected","2D-3",31.5,"NK"
16,19,"Blood","2D","infected","2D-4",31.8,"NK"
16,19,"Blood","2D","infected","2D-5",21.2,"NK"
0,19,"Blood","1C","control","1C-1",61.2,"NK_KLRG1"
0,19,"Blood","1C","control","1C-2",54.8,"NK_KLRG1"
0,19,"Blood","1C","control","1C-3",59.5,"NK_KLRG1"
0,19,"Blood","1C","control","1C-4",60,"NK_KLRG1"
0,19,"Blood","1C","control","1C-5",64.5,"NK_KLRG1"
0,19,"Blood","1D","infected","1D-1",53.6,"NK_KLRG1"
0,19,"Blood","1D","infected","1D-2",60.7,"NK_KLRG1"
0,19,"Blood","1D","infected","1D-3",65.9,"NK_KLRG1"
0,19,"Blood","1D","infected","1D-4",61.9,"NK_KLRG1"
0,19,"Blood","1D","infected","1D-5",61.2,"NK_KLRG1"
0,19,"Blood","2C","control","2C-1",62.9,"NK_KLRG1"
0,19,"Blood","2C","control","2C-2",55.4,"NK_KLRG1"
0,19,"Blood","2C","control","2C-3",61.6,"NK_KLRG1"
0,19,"Blood","2C","control","2C-4",60.2,"NK_KLRG1"
0,19,"Blood","2C","control","2C-5",61.1,"NK_KLRG1"
0,19,"Blood","2D","infected","2D-1",65.9,"NK_KLRG1"
0,19,"Blood","2D","infected","2D-2",61,"NK_KLRG1"
0,19,"Blood","2D","infected","2D-3",64.1,"NK_KLRG1"
0,19,"Blood","2D","infected","2D-4",61.6,"NK_KLRG1"
0,19,"Blood","2D","infected","2D-5",62,"NK_KLRG1"
4,19,"Blood","1C","control","1C-1",57,"NK_KLRG1"
4,19,"Blood","1C","control","1C-2",48.7,"NK_KLRG1"
4,19,"Blood","1C","control","1C-3",53.7,"NK_KLRG1"
4,19,"Blood","1C","control","1C-4",58.6,"NK_KLRG1"
4,19,"Blood","1C","control","1C-5",58.1,"NK_KLRG1"
4,19,"Blood","1D","infected","1D-1",52.2,"NK_KLRG1"
4,19,"Blood","1D","infected","1D-2",54.3,"NK_KLRG1"
4,19,"Blood","1D","infected","1D-3",58.8,"NK_KLRG1"
